cycle,delta_line_mAcm2,m_fit,b_ox_fit,b_red_fit,is_outlier_zscore,delta_line_mAcm2_no_outliers_zscore,is_sampled,delta_line_mAcm2,m_fit,b_ox_fit,b_red_fit,is_outlier_zscore,delta_line_mAcm2_no_outliers_zscore,is_sampled
506.0,0.016362586534789364,0.1220065821697088,-0.14860424023210192,-0.16496682676689128,,,False,0.024628424296455453,0.1790380519155017,-0.21282640638956185,-0.2374548306860173,,,False
507.0,0.02070206869733865,0.17712668528463968,-0.20244157214610475,-0.2231436408434434,,,False,0.0249453403061225,0.1783824557823116,-0.21269680710169936,-0.23764214740782186,,,False
508.0,0.013997855495882644,0.1817758514142497,-0.2118248800546142,-0.22582273555049684,,,False,0.024788002759875916,0.1854011901181515,-0.22026524829709887,-0.24505325105697479,,,False
509.0,0.0172327666624896,0.14338637021124173,-0.17197131579336555,-0.18920408245585515,0.0,0.0172327666624896,True,0.02498437753431204,0.18526452846401603,-0.2200878244642308,-0.24507220199854285,0.0,0.02498437753431204,True
510.0,0.018676945617615626,0.2870474035087713,-0.3159668245046566,-0.3346437701222722,,,False,0.024668763949755368,0.18746415359828003,-0.2227208527267978,-0.24738961667655318,,,False
511.0,0.016383989322114878,0.15859349301825856,-0.18772383094600498,-0.20410782026811986,,,False,0.02526538193161479,0.18266769781596728,-0.21763357397815847,-0.24289895590977326,,,False
512.0,0.01839653968373317,0.24493595059076168,-0.27475885279271656,-0.2931553924764497,,,False,0.025341006349206385,0.18907740136054313,-0.22446349419115535,-0.24980450054036174,,,False
513.0,0.01612234523570838,0.21204808521303178,-0.24325852553121724,-0.2593808707669256,,,False,0.024710404853801216,0.1950053587540267,-0.23088679835182474,-0.25559720320562596,,,False
514.0,0.018066885520945264,0.21281443967060465,-0.2405799385573143,-0.25864682407825956,,,False,0.024548681797350536,0.18920259649122692,-0.22485603552001326,-0.2494047173173638,,,False
515.0,0.019495017481203053,0.0832343870390263,-0.10820834052569941,-0.12770335800690247,,,False,0.025478669511278196,0.1800264235588961,-0.21519133505905724,-0.24067000457033544,,,False
516.0,0.016538896921470425,0.22725977085570864,-0.25897028324090016,-0.2755091801623706,,,False,0.025579569038668176,0.18262588757608192,-0.21807562084310655,-0.24365518988177473,,,False
517.0,0.015564641904165233,0.2117186777658428,-0.24320307874886538,-0.2587677206530306,,,False,0.025614277240124106,0.18879538131041756,-0.22467669064983758,-0.2502909678899617,,,False
518.0,0.019618559245733524,0.2700356211958462,-0.299604211814371,-0.31922277106010455,,,False,0.024527432191789017,0.1862199061940556,-0.2222638023129601,-0.24679123450474913,,,False
519.0,0.018599293530254246,0.18643318080916507,-0.21372051037944934,-0.23231980390970358,0.0,0.018599293530254246,True,0.025085107140470186,0.19001804439670503,-0.2258813270623335,-0.2509664342028037,0.0,0.025085107140470186,True
520.0,0.01838489883339306,0.3181842975295375,-0.34937171636157405,-0.3677566151949671,,,False,0.024908517583243805,0.1908867339778005,-0.2272550392132463,-0.2521635567964901,,,False
521.0,0.01878203396348027,0.2998647622628003,-0.3314832112931712,-0.3502652452566515,,,False,0.02494080677646504,0.19254796455424147,-0.22877426245676558,-0.2537150692332306,,,False
522.0,0.01862456257608308,0.18447527533118477,-0.21255203332976125,-0.23117659590584433,,,False,0.025842008478338757,0.18593770426065065,-0.22200174414056467,-0.24784375261890343,,,False
523.0,0.020202635856307494,0.2150705284640161,-0.24268665480048435,-0.26288929065679184,,,False,0.025563074550662396,0.18639886108127332,-0.22271472782815843,-0.24827780237882083,,,False
524.0,0.017760812654851466,0.13617515037593889,-0.16373191972662623,-0.1814927323814777,,,False,0.025136256704260673,0.19183441639813711,-0.22852890811806198,-0.25366516482232265,,,False
525.0,0.018590031315192768,0.19668417006802674,-0.22475977936093833,-0.2433498106761311,,,False,0.025660670767991417,0.18719034121016698,-0.22354047490291673,-0.24920114567090815,,,False
526.0,0.017769013887695473,0.21714210383100538,-0.24734710856377157,-0.26511612245146704,,,False,0.025389215324024328,0.18390956498388716,-0.22050278177738886,-0.24589199710141318,,,False
527.0,0.02174171759637189,0.26462961904761945,-0.2923211824495514,-0.3140629000459233,,,False,0.02562818865556754,0.1870501561045456,-0.22357760329777865,-0.2492057919533462,,,False
528.0,0.018397869437880437,0.1695708703902609,-0.1977390255091961,-0.21613689494707652,,,False,0.025862691328320808,0.188186259219476,-0.22470914958607113,-0.25057184091439194,,,False
529.0,0.0191058479424753,0.19238057608306436,-0.22056605811913804,-0.23967190606161334,0.0,0.0191058479424753,True,0.025579384618092837,0.2010047565341914,-0.23781402072350405,-0.2633934053415969,0.0,0.025579384618092837,True
530.0,0.019291200436209605,0.18822014500537002,-0.21604991127865675,-0.23534111171486635,,,False,0.024992089419381858,0.1930581872538473,-0.23011153668784295,-0.2551036261072248,,,False
531.0,0.01850850712972918,0.19338215574650874,-0.2221639263216988,-0.24067243345142797,,,False,0.025670270019692132,0.19333488542785396,-0.2299327559410118,-0.25560302596070394,,,False
532.0,0.020708953817281328,0.2249456040100238,-0.25247422850666257,-0.2731831823239439,,,False,0.02547756239945098,0.19093677157178526,-0.22751448498204313,-0.2529920473814941,,,False
533.0,0.01945402295560336,0.199436937343358,-0.2275334819950715,-0.24698750495067487,,,False,0.02661094541353387,0.1890692130325804,-0.22523417456297784,-0.2518451199765117,,,False
534.0,0.01632155792755699,0.13635237056927968,-0.1653675912523323,-0.1816891491798893,,,False,0.025675880261964434,0.19698956963838038,-0.2341692184269949,-0.25984509868895933,,,False
535.0,0.020589985729800753,0.22852171142141037,-0.25638627280287823,-0.276976258532679,,,False,0.02577323868003345,0.19584955818116587,-0.2327914641654838,-0.25856470284551725,,,False
536.0,0.01966768221267462,0.20030210275689142,-0.22821683993242242,-0.24788452214509704,,,False,0.026558293086287155,0.1994352549230206,-0.23645063802780042,-0.2630089311140876,,,False
537.0,0.017882557246091557,0.2918998553526659,-0.32409745112961397,-0.3419800083757055,,,False,0.02543570258921113,0.20344027604725984,-0.2409843955533285,-0.26642009814253964,,,False
538.0,0.017835052175080607,0.12881869316147518,-0.15644767805480134,-0.17428273022988194,,,False,0.02597204592373792,0.1992178728965258,-0.23681344988508657,-0.2627854958088245,,,False
539.0,0.020068664792338042,0.20854105298961667,-0.23661860567894927,-0.2566872704712873,0.0,0.020068664792338042,True,0.025928082171500222,0.2052571815252406,-0.24288699360708804,-0.26881507577858826,0.0,0.025928082171500222,True
540.0,0.019262378620360426,0.18894255245255948,-0.21692031122676436,-0.2361826898471248,,,False,0.025757767015156918,0.19936740923737792,-0.23682851166176033,-0.26258627867691725,,,False
541.0,0.018980530702947862,0.18485318367346934,-0.2130650943566531,-0.23204562505960097,,,False,0.02629997879878271,0.18524724060150238,-0.22226530424376878,-0.2485652830425515,,,False
542.0,0.01839544762262804,0.1175507973505181,-0.1443611102590902,-0.16275655788171825,,,False,0.02668725831960861,0.1896523573218748,-0.22694920932627866,-0.25363646764588726,,,False
543.0,0.01916830789055976,0.19335611994271323,-0.2215831640004569,-0.24075147189101667,,,False,0.026208119391932183,0.1868793508771917,-0.22424455268121968,-0.25045267207315186,,,False
544.0,0.019388929272586314,0.19209467275331124,-0.2199607022743516,-0.23934963154693792,,,False,0.02639012427676335,0.18933443179376877,-0.226409542966916,-0.25279966724367936,,,False
545.0,0.019685640279866412,0.2469086244181872,-0.2757494367892749,-0.2954350770691413,,,False,0.02618606367884002,0.19621187289652578,-0.2336624804912089,-0.25984854417004893,,,False
546.0,0.020382061308031996,0.21097292910848495,-0.2390022642126332,-0.2593843255206652,,,False,0.02641268033297528,0.20079323523093315,-0.2382310265788387,-0.264643706911814,,,False
547.0,0.018802022497911464,0.16321422592194715,-0.1909105920870091,-0.20971261458492058,,,False,0.027059507322472864,0.19656121016827632,-0.23400199691800783,-0.2610615042404807,,,False
548.0,0.019408550131877367,0.2873868055853909,-0.31835619997393655,-0.3377647501058139,,,False,0.02635726379102521,0.20009719441460674,-0.23792034658496125,-0.26427761037598646,,,False
549.0,0.019968428506385083,0.20307628464017088,-0.23086580599126216,-0.25083423449764725,0.0,0.019968428506385083,True,0.026859005852727103,0.19531117329036748,-0.23280686933392286,-0.25966587518664996,0.0,0.026859005852727103,True
550.0,0.018400046158252775,0.1552232388113134,-0.18317292408903485,-0.20157297024728763,,,False,0.02670107664578114,0.1933742660221969,-0.23112327120613896,-0.2578243478519201,,,False
551.0,0.019689667948442596,0.19875144468313571,-0.22671931096656212,-0.2464089789150047,,,False,0.026938800021482356,0.19755457321876005,-0.2352977496719823,-0.26223654969346466,,,False
552.0,0.018890811562238985,0.2008041668456853,-0.2292942421926054,-0.2481850537548444,,,False,0.02667193270199314,0.19814821231650437,-0.23618868875479648,-0.2628606214567896,,,False
553.0,0.01781115401300873,0.128510779806659,-0.15603929707739586,-0.1738504510904046,,,False,0.02630952998090469,0.19768161367704862,-0.2357564309622795,-0.2620659609431842,,,False
554.0,0.020170361567609513,0.13529208736126005,-0.1605766451134262,-0.18074700668103572,,,False,0.0274045123564865,0.1928170945220184,-0.23058353402174986,-0.25798804637823636,,,False
555.0,0.018629117883995794,0.2721860651629059,-0.30344700635634647,-0.32207612424034227,,,False,0.02630161151390381,0.20063341281775773,-0.23894653193838072,-0.26524814345228453,,,False
556.0,0.020638317725862332,0.23542123093447875,-0.2632106782631963,-0.2838489959890586,,,False,0.026665536349803065,0.1981186351593256,-0.23615593118424516,-0.2628214675340482,,,False
557.0,0.020932396254326413,0.3091145198711057,-0.33787282422838594,-0.35880522048271235,,,False,0.026654203239050045,0.20048836591478564,-0.23860465074282006,-0.2652588539818701,,,False
558.0,0.019714201531805753,0.23100723630504727,-0.26000383790247156,-0.2797180394342773,,,False,0.0266628662215061,0.195582334407446,-0.23364965836448154,-0.26031252458598764,,,False
559.0,0.01807148368122702,0.3082346244181865,-0.3410761218179272,-0.3591476054991542,0.0,0.01807148368122702,True,0.025848034175916024,0.21066817830289908,-0.24909805714425248,-0.2749460913201685,0.0,0.025848034175916024,True
560.0,0.017509497172693678,0.10803284640171762,-0.13532698865916123,-0.1528364858318549,,,False,0.026268443936627306,0.20227062226995948,-0.23981451748392296,-0.26608296142055027,,,False
561.0,0.01924746649958231,0.17152715538847035,-0.19932302974628274,-0.21857049624586505,,,False,0.026448376744838298,0.19764442355889597,-0.23473846334273057,-0.2611868400875689,,,False
562.0,0.01906667970103837,0.18068970354457511,-0.20862838202561051,-0.22769506172664888,,,False,0.025867826184508946,0.20265066201217213,-0.24028624855175323,-0.2661540747362622,,,False
563.0,0.017129173515335994,0.24605004332259128,-0.27765261337284763,-0.29478178688818363,,,False,0.02629103302243707,0.19732461260293468,-0.23436134520868124,-0.2606523782311183,,,False
564.0,0.017619822918009342,0.20263459577515147,-0.2315240409112045,-0.24914386382921383,,,False,0.02616746967000838,0.19282311743644734,-0.22991217604069009,-0.25607964571069847,,,False
565.0,0.020557620322234238,0.20444287039026005,-0.23261574099262378,-0.253173361314858,,,False,0.02681952686239414,0.19497229144289174,-0.2321675797205502,-0.2589871065829443,,,False
566.0,0.017258486602816647,0.2815843440744705,-0.3144475937472446,-0.33170608035006127,,,False,0.026027976503759487,0.20374093483709135,-0.24168935579428785,-0.26771733229804734,,,False
567.0,0.0212304250632534,0.12764668063014503,-0.15221449157978123,-0.17344491664303463,,,False,0.026227583715240532,0.1964023795202279,-0.23398635177683363,-0.26021393549207417,,,False
568.0,0.019542904070294853,0.16167086394557792,-0.18842920732436697,-0.20797211139466182,,,False,0.02700201987409001,0.1910574847833858,-0.22867362575089384,-0.25567564562498385,,,False
569.0,0.019738692917412703,0.20677900143215167,-0.23568066050749925,-0.25541935342491195,0.0,0.019738692917412703,True,0.02612491314476667,0.20745728965270196,-0.24571470623326058,-0.27183961937802725,0.0,0.02612491314476667,True
570.0,0.01829611914965995,0.23201021768707478,-0.2618262253257958,-0.28012234447545575,,,False,0.02685125394020771,0.20413421553884584,-0.24196297914314235,-0.26881423308335006,,,False
571.0,0.01936990109261255,0.24470371822413134,-0.2748546637704292,-0.29422456486304177,,,False,0.02683783564983888,0.20432712388113006,-0.24257514052350387,-0.26941297617334276,,,False
572.0,0.0193299031710229,0.2016685563909767,-0.23018790087539764,-0.24951780404642054,,,False,0.026472874760711362,0.20495957321876,-0.24355741993218638,-0.27003029469289774,,,False
573.0,0.0201250346986514,0.1916294826351585,-0.21908217852780804,-0.23920721322645944,,,False,0.027222588878147713,0.2016346351593259,-0.2396998770168985,-0.2669224658950462,,,False
574.0,0.018891933731948973,0.2392585653419255,-0.26925279077323877,-0.28814472450518774,,,False,0.027218965897481795,0.20447836806301356,-0.24291846528675148,-0.2701374311842333,,,False
575.0,0.017857783810717343,0.20949788936627245,-0.23815664165210487,-0.2560144254628222,,,False,0.026995737194772718,0.20493490511994158,-0.24350874469405542,-0.27050448188882814,,,False
576.0,0.017851365816923287,0.13829053311851006,-0.1661739084068072,-0.1840252742237305,,,False,0.027134629633607854,0.19977010060866315,-0.23812064002343225,-0.2652552696570401,,,False
577.0,0.018278087978279123,0.23876142033655484,-0.26897119959543847,-0.2872492875737176,,,False,0.027149605818116762,0.20149083064804763,-0.23984309578607121,-0.266992701604188,,,False
578.0,0.018972435574054203,0.21265730218403092,-0.24196069322426367,-0.26093312879831787,,,False,0.027302760034013607,0.2057736258503388,-0.24441764254319598,-0.2717204025772096,,,False
579.0,0.01860213188865023,0.1375813404940916,-0.16500181500610875,-0.18360394689475898,0.0,0.01860213188865023,True,0.027578608384652148,0.20698662370211124,-0.2457700457064077,-0.27334865409105985,0.0,0.027578608384652148,True
580.0,0.018125233461630294,0.06610362047977107,-0.09192703646786701,-0.1100522699294973,,,False,0.027638688735529326,0.20247170282849852,-0.2412168562752225,-0.2688555450107518,,,False
581.0,0.01962912498567851,0.19636112352309298,-0.22518857398053232,-0.24481769896621083,,,False,0.027269077459720736,0.19615814715359697,-0.23486161283377965,-0.2621306902935004,,,False
582.0,0.01935285115347901,0.2247160010741129,-0.2539218848579603,-0.2732747360114393,,,False,0.027191273465210664,0.2011844178302885,-0.2399953719874851,-0.26718664545269577,,,False
583.0,0.018534281176154743,0.19692938882921582,-0.22557640972277754,-0.24411069089893228,,,False,0.027322700827664415,0.19291710884353636,-0.23132135343027105,-0.25864405425793546,,,False
584.0,0.017415640415920808,0.1845911414249906,-0.21473974754560216,-0.23215538796152296,,,False,0.027312235241675697,0.20893557286072176,-0.24804450683574858,-0.2753567420774243,,,False
585.0,0.01900962463718825,0.2240227482993193,-0.2527638243022037,-0.2717734489393919,,,False,0.02637603079782791,0.19413025563909628,-0.233040734217614,-0.2594167650154419,,,False
586.0,0.019778567521183954,0.19350852774794072,-0.221608095963776,-0.24138666348495996,,,False,0.026885320405776403,0.18856902398854133,-0.22690177073784312,-0.2537870911436195,,,False
587.0,0.01936358795142623,0.18414662728249093,-0.21239593306386573,-0.23175952101529196,,,False,0.02728670252237736,0.19766407697815824,-0.23585716135039247,-0.26314386387276983,,,False
588.0,0.018695667496121254,0.1911904088793402,-0.21969915635164672,-0.23839482384776797,,,False,0.02722316760651633,0.20242777049767133,-0.2409470239713018,-0.26817019157781813,,,False
589.0,0.01978954670485744,0.2034226093805939,-0.23185415999112302,-0.25164370669598046,0.0,0.01978954670485744,True,0.026961795698770774,0.19736678517722733,-0.23585883501197485,-0.26282063071074563,0.0,0.026961795698770774,True
590.0,0.0209799916708438,0.2519889835302534,-0.28051271750895945,-0.30149270917980325,,,False,0.02727658543203254,0.19667413426423072,-0.23521252685182464,-0.2624891122838572,,,False
591.0,0.01976934018080917,0.19687488865019612,-0.22518862817062002,-0.2449579683514292,,,False,0.027098504787564204,0.20466941389187124,-0.2433663292521827,-0.2704648340397469,,,False
592.0,0.018931051994868192,0.18647304511278154,-0.21520831435996735,-0.23413936635483554,,,False,0.027628083218164512,0.19617765234514709,-0.2345993618101846,-0.2622274450283491,,,False
593.0,0.01809147189998811,0.14638272144647216,-0.17485252034378185,-0.19294399224376996,,,False,0.027764817024107935,0.19460668492660077,-0.23300057541763197,-0.2607653924417399,,,False
594.0,0.017612397591001333,0.1278487665592539,-0.15628327824501467,-0.173895675836016,,,False,0.026995419453395397,0.19437447977085434,-0.2330877365875031,-0.2600831560408985,,,False
595.0,0.019667063657954453,0.1287286899391328,-0.15628266465503896,-0.1759497283129934,,,False,0.02759001712674547,0.200989932330826,-0.23976138255493984,-0.2673513996816853,,,False
596.0,0.019327607903687816,0.21788946759756472,-0.24704554044565563,-0.26637314834934345,,,False,0.027220559432509894,0.2036433444325085,-0.24271647714534417,-0.26993703657785406,,,False
597.0,0.01977239165950595,0.14506520121732833,-0.17237761914830646,-0.1921500108078124,,,False,0.02515547555555553,0.2041765170068016,-0.24317286719455672,-0.26832834275011225,,,False
598.0,0.020016924573338202,0.21380039849623994,-0.2427705866313269,-0.2627875112046651,,,False,0.026596902520587218,0.1869841783028989,-0.22413354511976252,-0.25073044764034974,,,False
599.0,0.018976250338345935,0.22208213533834514,-0.25124001529831075,-0.2702162656366567,0.0,0.018976250338345935,True,0.026475276416636884,0.1931608818474744,-0.23044129912561612,-0.256916575542253,0.0,0.026475276416636884,True
600.0,0.01941738943489682,0.1943486469745788,-0.22246686662311654,-0.24188425605801336,,,False,0.027265598233679522,0.18904267669172817,-0.22598325877916092,-0.25324885701284044,,,False
601.0,0.03220775595357442,0.07409352201933368,-0.08511374420222736,-0.11732150015580178,,,False,0.04801245322532521,0.005418872896526137,-0.013922146773862332,-0.061934599999187545,,,False
602.0,0.017881264960615872,0.2422501747225202,-0.27319510118121987,-0.29107636614183574,,,False,0.026096150047141664,0.18391910955961213,-0.219480570800697,-0.24557672084783866,,,False
603.0,0.019947333802363076,0.156777425707124,-0.18321007862695932,-0.2031574124293224,,,False,0.02675699070056098,0.18151184031507198,-0.21705417798478194,-0.24381116868534292,,,False
604.0,0.019414023169829375,0.1879224629430713,-0.21553894872835383,-0.2349529718981832,,,False,0.026859362858336316,0.18713182133906064,-0.22311953396747097,-0.2499788968258073,,,False
605.0,0.019660745879579944,0.19178998675259504,-0.2194209710045169,-0.23908171688409685,,,False,0.02660225907029473,0.19106254421768581,-0.22783166605646138,-0.2544339251267561,,,False
606.0,0.019715011146914957,0.19657559935553115,-0.2246453054493206,-0.24436031659623556,,,False,0.026897313314237947,0.18812387218044976,-0.22461768425751755,-0.2515149975717555,,,False
607.0,0.01984146978756418,0.1968267744360895,-0.22483102866889504,-0.24467249845645922,,,False,0.027344072335600933,0.19367295918367208,-0.23070855665816187,-0.2580526289937628,,,False
608.0,0.01990964094522024,0.19899650053705664,-0.22706286440916396,-0.2469725053543842,,,False,0.02657095722580266,0.19545333476548402,-0.23293334023336798,-0.25950429745917064,,,False
609.0,0.019416896293710573,0.23384671929824488,-0.2634756591622269,-0.2828925554559375,0.0,0.019416896293710573,True,0.026725231530612292,0.1976773197278899,-0.2349452781748287,-0.261670509705441,0.0,0.026725231530612292,True
610.0,0.019227725066237072,0.19919272717507974,-0.22799103908145352,-0.2472187641476906,,,False,0.026858185521541955,0.19414755102040707,-0.23172801741836635,-0.2585862029399083,,,False
611.0,0.018763660735768017,0.2629621242391683,-0.29387961622144476,-0.3126432769572128,,,False,0.02739660765067431,0.1921895614035071,-0.22957110277219667,-0.256967710422871,,,False
612.0,0.01857085363647215,0.09674415073397695,-0.12335989737869515,-0.1419307510151673,,,False,0.027282805165890878,0.19562183279627512,-0.2335701532800024,-0.2608529584458933,,,False
613.0,0.019571889451605262,0.2194744586466158,-0.24863097673046752,-0.2682028661820728,,,False,0.02778977051676812,0.20019729287504368,-0.23832229239099434,-0.26611206290776246,,,False
614.0,0.01987477826291925,0.13400141854636577,-0.15962002760223828,-0.17949480586515754,,,False,0.02678268876655926,0.20234397601145618,-0.24094748779582786,-0.2677301765623871,,,False
615.0,0.01990074820384302,0.19543594593626842,-0.2235788141227209,-0.24347956232656393,,,False,0.02724976583840555,0.2082094804869301,-0.2469945477160923,-0.27424431355449785,,,False
616.0,0.019645405563909868,0.20648233440744618,-0.23506582365963374,-0.2547112292235436,,,False,0.027731578773123267,0.20381726888650067,-0.24246429322355767,-0.27019587199668094,,,False
617.0,0.019477280030433253,0.19701111421410572,-0.22570741982625464,-0.2451846998566879,,,False,0.02704368178541594,0.20182726065162765,-0.2408928340075353,-0.26793651579295125,,,False
618.0,0.019372112391693563,0.17621107232366573,-0.20439428197588555,-0.2237663943675791,,,False,0.02732284752595776,0.1975292416756163,-0.23639678303308143,-0.2637196305590392,,,False
619.0,0.020223367108246848,0.17960558252774753,-0.20764905908049797,-0.22787242618874481,0.0,0.020223367108246848,True,0.027513201805107967,0.19787531614751028,-0.2366601381675963,-0.26417333997270426,0.0,0.027513201805107967,True
620.0,0.01914940110156349,0.19924917758682353,-0.22807216576997352,-0.247221566871537,,,False,0.027172258200262644,0.20506753634085081,-0.24416242403993782,-0.27133468224020046,,,False
621.0,0.02020556348967667,0.23182805119942657,-0.26060312782121753,-0.2808086913108942,,,False,0.02730176661415451,0.20432999033297392,-0.24333418555741,-0.2706359521715645,,,False
622.0,0.019808999819190876,0.18764624740422423,-0.21581334309619488,-0.23562234291538575,,,False,0.027574286329514308,0.20423554314357154,-0.24338143451714833,-0.27095572084666264,,,False
623.0,0.019274781995464868,0.20133359183673422,-0.230266954312571,-0.24954173630803586,,,False,0.02746248115407568,0.2144404933762967,-0.2540547220623333,-0.281517203216409,,,False
624.0,0.018542987637546304,0.23113499606158283,-0.2604268274696115,-0.2789698151071578,,,False,0.027224353391216205,0.21185785535266632,-0.2513907899106685,-0.2786151433018847,,,False
625.0,0.01985022890201693,0.20689521840315023,-0.2356335542103003,-0.25548378311231723,,,False,0.027143607910251888,0.21074220264947952,-0.25027480386730977,-0.27741841177756166,,,False
626.0,0.020038964140112303,0.2062339871106328,-0.23475653950862624,-0.25479550364873854,,,False,0.027621386917890012,0.2033865381310404,-0.2425373470211049,-0.2701587339389949,,,False
627.0,0.01937836035505433,0.19922947081990638,-0.22743607542705002,-0.24681443578210435,,,False,0.027828480637904274,0.20177685606874216,-0.2408451155127272,-0.26867359615063147,,,False
628.0,0.01765907762083785,0.10892605513784462,-0.13695829995328035,-0.1546173775741182,,,False,0.027963647444205708,0.20795517722878484,-0.24748118490493964,-0.27544483234914535,,,False
629.0,0.019775007706170245,0.22207986931614662,-0.2513924916236833,-0.27116749932985357,0.0,0.019775007706170245,True,0.027199834431316405,0.20854774078052177,-0.24827062881596762,-0.275470463247284,0.0,0.027199834431316405,True
630.0,0.019682448465807467,0.17081059720730332,-0.19870571057254066,-0.21838815903834813,,,False,0.02726974788220554,0.20790953383458516,-0.2475974465587527,-0.27486719444095825,,,False
631.0,0.02028287878804161,0.19088181453634062,-0.21878120671606416,-0.23906408550410577,,,False,0.027602418964076836,0.2021213225921934,-0.241438896366737,-0.2690413153308138,,,False
632.0,0.017680295973863336,0.37725883172216057,-0.4133648911380151,-0.43104518711187845,,,False,0.02751464757966343,0.2124676237021112,-0.25222777124824447,-0.2797424188279079,,,False
633.0,0.01984823872538488,0.1930784833512346,-0.22131347356855796,-0.24116171229394284,,,False,0.02763897136472132,0.20938406516290578,-0.2493680774455052,-0.27700704881022653,,,False
634.0,0.019582780764411084,0.1869093397780159,-0.21509747586450206,-0.23468025662891315,,,False,0.027525950359828133,0.21143334801288843,-0.25133498203829124,-0.2788609323981194,,,False
635.0,0.019896462226996092,0.21319047583243766,-0.24191366321376734,-0.26181012544076343,,,False,0.0275458863718821,0.20590203401360402,-0.24570716214319588,-0.273253048515078,,,False
636.0,0.020110383656761044,0.20437613390619322,-0.23289665158350492,-0.25300703524026597,,,False,0.027113501547320673,0.20943381167203595,-0.24958703776161711,-0.2767005393089378,,,False
637.0,0.019868732056928018,0.21317242821339005,-0.24220593337201235,-0.26207466542894037,,,False,0.0269855555597327,0.20867205836018482,-0.24886206314788617,-0.27584761870761887,,,False
638.0,0.019273512644707086,0.1920130601503753,-0.22044106595640534,-0.23971457860111242,,,False,0.027003970936866017,0.2167411117078396,-0.2566137660915668,-0.2836177370284328,,,False
639.0,0.01956436472550424,0.19667626888650128,-0.2253132234664419,-0.24487758819194613,0.0,0.01956436472550424,True,0.026717275870032253,0.1990840554958813,-0.2383964319518963,-0.26511370782192856,0.0,0.026717275870032253,True
640.0,0.01907152456737088,0.2078239312567127,-0.2374540286086783,-0.2565255531760492,,,False,0.026992676904165125,0.20197724239169199,-0.24113190861371142,-0.26812458551787655,,,False
641.0,0.019712765112185282,0.2029860085929101,-0.2318360628908735,-0.2515488280030588,,,False,0.026944731719178938,0.19949632939491474,-0.2384106135347644,-0.26535534525394333,,,False
642.0,0.020017351475713097,0.21236906194056446,-0.24122933117376893,-0.26124668264948203,,,False,0.02666358707184624,0.2000359126387388,-0.2390243485427131,-0.26568793561455933,,,False
643.0,0.018493605226757415,0.3146207278911551,-0.3479562456847741,-0.36644985091153154,,,False,0.027114779252894183,0.1982585492302173,-0.23708889334536232,-0.2642036725982565,,,False
644.0,0.019386422707960427,0.19044308771929808,-0.21914055319463782,-0.23852697590259825,,,False,0.02766499403210415,0.20297722055137735,-0.2421002734697984,-0.26976526750190255,,,False
645.0,0.019506487984246368,0.20441918009308926,-0.2332856802364548,-0.25279216822070116,,,False,0.027353722101086053,0.2050410082348717,-0.24447145299255163,-0.2718251750936377,,,False
646.0,0.02109352012949045,0.25437522413175695,-0.2830113104618485,-0.30410483059133897,,,False,0.027344547278314868,0.20942501790189622,-0.2490111860208543,-0.2763557332991692,,,False
647.0,0.01909755957632181,0.1728207783745068,-0.20119513766185515,-0.22029269723817696,,,False,0.027972967468671672,0.2051048174006431,-0.24458232203625002,-0.2725552895049217,,,False
648.0,0.02035045960019105,0.2599802527747933,-0.28980302752714415,-0.3101534871273352,,,False,0.027723962290846227,0.20402798209810105,-0.243801680716898,-0.27152564300774423,,,False
649.0,0.022407066296694145,0.1800960379520218,-0.20602683299332647,-0.22843389929002061,0.0,0.022407066296694145,True,0.027558015690416493,0.21373619906909985,-0.2537955007947712,-0.2813535164851877,0.0,0.027558015690416493,True
650.0,0.024099592145840842,0.06616635266738316,-0.08843701167861051,-0.11253660382445135,,,False,0.02803532842761669,0.20696893340493974,-0.24692450996364013,-0.2749598383912568,,,False
651.0,0.01450746484544696,0.09402746652345094,-0.12358799518598013,-0.1380954600314271,,,False,0.027470755560926097,0.21280755316863467,-0.25295972815617507,-0.28043048371710116,,,False
652.0,0.018451036885069855,0.19291842749731428,-0.22112031206656885,-0.2395713489516387,,,False,0.027548962875044714,0.2173097010383087,-0.25754517493385126,-0.285094137808896,,,False
653.0,0.022300171147511705,0.19401890798424587,-0.2189387785858427,-0.2412389497333544,,,False,0.027941284565580704,0.21259550877192854,-0.25288094007955464,-0.28082222464513534,,,False
654.0,0.023872489231411886,0.018494010025062436,-0.04142906662421028,-0.06530155585562217,,,False,0.028006020926124864,0.20977944074471797,-0.250052013331936,-0.27805803425806086,,,False
655.0,0.0162172815986395,0.224587197278911,-0.2555531174954279,-0.2717703990940674,,,False,0.028052127237737257,0.21209396312208964,-0.2524558376648931,-0.28050796490263036,,,False
656.0,0.017817470501849952,0.27703034586466097,-0.31024962910460935,-0.3280670996064593,,,False,0.027516129729681316,0.21939019119226494,-0.26001548510375805,-0.28753161483343936,,,False
657.0,0.02219730464017189,0.22912902613676894,-0.2609382349595474,-0.28313553959971927,,,False,0.02684359847953216,0.21616941675617496,-0.2567686090318463,-0.28361220751137844,,,False
658.0,0.01927736094163987,0.1046031385606874,-0.13044336895468525,-0.14972072989632512,,,False,0.026147797314118704,0.2139186240601489,-0.2538251134028449,-0.2799729107169636,,,False
